mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,18,120,1,NG,2,47,pos+ngs_shank,anchored,0.0618010305624471,0.0674613610433788,-0.005677476665364,0.0731388377087428
20,18,120,1,NG,2,47,pos+ngs_shank,non_anchored,0.9381989694375528,0.0701520352351833,0.0029169539735003,0.0672350812616829
20,18,120,1,NG,3,23,pos+ngs_shank,anchored,0.0618010305624471,0.0079944080693153,-0.005677476665364,0.0136718847346793
20,18,120,1,NG,3,23,pos+ngs_shank,non_anchored,0.9381989694375528,0.0134925673828594,0.0029169539735003,0.010575613409359
20,14,120,1,NG,0,2,pos+ngs_shank,anchored,0.0295352888811215,0.0021618392279501,-0.0022403556251378,0.0044021948530879
20,14,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9704647111188784,0.0140622609977372,0.0073087219061619,0.0067535390915752
20,14,120,1,NG,1,31,pos+ngs_shank,anchored,0.0295352888811215,0.0740803412075442,-0.0022403556251378,0.076320696832682
20,14,120,1,NG,1,31,pos+ngs_shank,non_anchored,0.9704647111188784,0.1050679290859699,0.0073087219061619,0.097759207179808
20,14,120,1,NG,2,54,pos+ngs_shank,anchored,0.0295352888811215,0.0876628384035562,-0.0022403556251378,0.089903194028694
20,14,120,1,NG,2,54,pos+ngs_shank,non_anchored,0.9704647111188784,0.103406737590263,0.0073087219061619,0.0960980156841011
20,14,120,1,NG,3,21,pos+ngs_shank,anchored,0.0295352888811215,0.0232517066161478,-0.0022403556251378,0.0254920622412856
20,14,120,1,NG,3,21,pos+ngs_shank,non_anchored,0.9704647111188784,0.0246803499051478,0.0073087219061619,0.0173716279989859
20,17,120,1,NG,1,21,pos+ngs_shank,anchored,0.199396357059238,0.1562177032946556,0.0409195059709882,0.1152981973236674
20,17,120,1,NG,1,21,pos+ngs_shank,non_anchored,0.800603642940762,0.138380760314559,0.0012384273948241,0.1371423329197348
20,17,120,1,NG,2,24,pos+ngs_shank,anchored,0.199396357059238,0.1104890469185437,0.0409195059709882,0.0695695409475555
20,17,120,1,NG,2,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0743071996355404,0.0012384273948241,0.0730687722407162
20,17,120,1,NG,3,24,pos+ngs_shank,anchored,0.199396357059238,0.0462908265668834,0.0409195059709882,0.0053713205958951
20,17,120,1,NG,3,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0242412274382404,0.0012384273948241,0.0230028000434162
20,18,120,1,NG,0,2,pos+ngs_shank,anchored,0.0618010305624471,0.0107224122644367,-0.005677476665364,0.0163998889298007
20,18,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9381989694375528,0.0184989892190933,0.0029169539735003,0.0155820352455929
20,18,120,1,NG,1,32,pos+ngs_shank,anchored,0.0618010305624471,0.0868825557400406,-0.005677476665364,0.0925600324054046
20,18,120,1,NG,1,32,pos+ngs_shank,non_anchored,0.9381989694375528,0.1024563513159172,0.0029169539735003,0.0995393973424169
20,18,120,1,NG,2,47,pos+ngs_shank,anchored,0.0618010305624471,0.0674613610433788,-0.005677476665364,0.0731388377087428
20,18,120,1,NG,2,47,pos+ngs_shank,non_anchored,0.9381989694375528,0.0701520352351833,0.0029169539735003,0.0672350812616829
20,18,120,1,NG,3,23,pos+ngs_shank,anchored,0.0618010305624471,0.0079944080693153,-0.005677476665364,0.0136718847346793
20,18,120,1,NG,3,23,pos+ngs_shank,non_anchored,0.9381989694375528,0.0134925673828594,0.0029169539735003,0.010575613409359
20,21,120,2,NG,2,69,pos+ngs_shank,anchored,0.0656789767369623,0.0138935380142836,0.0124352437775787,0.0014582942367048
20,21,120,2,NG,2,69,pos+ngs_shank,non_anchored,0.9343210232630376,0.0169516203449707,0.0060483884915812,0.0109032318533894
20,14,120,1,NG,0,2,pos+ngs_shank,anchored,0.0295352888811215,0.0021618392279501,-0.0022403556251378,0.0044021948530879
20,14,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9704647111188784,0.0140622609977372,0.0073087219061619,0.0067535390915752
20,14,120,1,NG,1,31,pos+ngs_shank,anchored,0.0295352888811215,0.0740803412075442,-0.0022403556251378,0.076320696832682
20,14,120,1,NG,1,31,pos+ngs_shank,non_anchored,0.9704647111188784,0.1050679290859699,0.0073087219061619,0.097759207179808
20,14,120,1,NG,2,54,pos+ngs_shank,anchored,0.0295352888811215,0.0876628384035562,-0.0022403556251378,0.089903194028694
20,14,120,1,NG,2,54,pos+ngs_shank,non_anchored,0.9704647111188784,0.103406737590263,0.0073087219061619,0.0960980156841011
20,14,120,1,NG,3,21,pos+ngs_shank,anchored,0.0295352888811215,0.0232517066161478,-0.0022403556251378,0.0254920622412856
20,14,120,1,NG,3,21,pos+ngs_shank,non_anchored,0.9704647111188784,0.0246803499051478,0.0073087219061619,0.0173716279989859
20,17,120,1,NG,1,21,pos+ngs_shank,anchored,0.199396357059238,0.1562177032946556,0.0409195059709882,0.1152981973236674
20,17,120,1,NG,1,21,pos+ngs_shank,non_anchored,0.800603642940762,0.138380760314559,0.0012384273948241,0.1371423329197348
20,17,120,1,NG,2,24,pos+ngs_shank,anchored,0.199396357059238,0.1104890469185437,0.0409195059709882,0.0695695409475555
20,17,120,1,NG,2,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0743071996355404,0.0012384273948241,0.0730687722407162
20,17,120,1,NG,3,24,pos+ngs_shank,anchored,0.199396357059238,0.0462908265668834,0.0409195059709882,0.0053713205958951
20,17,120,1,NG,3,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0242412274382404,0.0012384273948241,0.0230028000434162
20,18,120,1,NG,0,2,pos+ngs_shank,anchored,0.0618010305624471,0.0107224122644367,-0.005677476665364,0.0163998889298007
20,18,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9381989694375528,0.0184989892190933,0.0029169539735003,0.0155820352455929
20,18,120,1,NG,1,32,pos+ngs_shank,anchored,0.0618010305624471,0.0868825557400406,-0.005677476665364,0.0925600324054046
20,18,120,1,NG,1,32,pos+ngs_shank,non_anchored,0.9381989694375528,0.1024563513159172,0.0029169539735003,0.0995393973424169
20,18,120,1,NG,2,47,pos+ngs_shank,anchored,0.0618010305624471,0.0674613610433788,-0.005677476665364,0.0731388377087428
20,18,120,1,NG,2,47,pos+ngs_shank,non_anchored,0.9381989694375528,0.0701520352351833,0.0029169539735003,0.0672350812616829
20,18,120,1,NG,3,23,pos+ngs_shank,anchored,0.0618010305624471,0.0079944080693153,-0.005677476665364,0.0136718847346793
20,18,120,1,NG,3,23,pos+ngs_shank,non_anchored,0.9381989694375528,0.0134925673828594,0.0029169539735003,0.010575613409359
20,21,120,2,NG,2,69,pos+ngs_shank,anchored,0.0656789767369623,0.0138935380142836,0.0124352437775787,0.0014582942367048
20,21,120,2,NG,2,69,pos+ngs_shank,non_anchored,0.9343210232630376,0.0169516203449707,0.0060483884915812,0.0109032318533894
20,24,120,2,NG,2,67,pos+ngs_shank,anchored,0.2134256914606851,0.0445816110709702,0.0036458823091997,0.0409357287617705
20,24,120,2,NG,2,67,pos+ngs_shank,non_anchored,0.7865743085393149,0.0433116001369526,0.0012047713108002,0.0421068288261524
20,14,120,1,NG,0,2,pos+ngs_shank,anchored,0.0295352888811215,0.0021618392279501,-0.0022403556251378,0.0044021948530879
20,14,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9704647111188784,0.0140622609977372,0.0073087219061619,0.0067535390915752
20,14,120,1,NG,1,31,pos+ngs_shank,anchored,0.0295352888811215,0.0740803412075442,-0.0022403556251378,0.076320696832682
20,14,120,1,NG,1,31,pos+ngs_shank,non_anchored,0.9704647111188784,0.1050679290859699,0.0073087219061619,0.097759207179808
20,14,120,1,NG,2,54,pos+ngs_shank,anchored,0.0295352888811215,0.0876628384035562,-0.0022403556251378,0.089903194028694
20,14,120,1,NG,2,54,pos+ngs_shank,non_anchored,0.9704647111188784,0.103406737590263,0.0073087219061619,0.0960980156841011
20,14,120,1,NG,3,21,pos+ngs_shank,anchored,0.0295352888811215,0.0232517066161478,-0.0022403556251378,0.0254920622412856
20,14,120,1,NG,3,21,pos+ngs_shank,non_anchored,0.9704647111188784,0.0246803499051478,0.0073087219061619,0.0173716279989859
20,14,120,1,NG,0,2,pos+ngs_shank,anchored,0.0295352888811215,0.0021618392279501,-0.0022403556251378,0.0044021948530879
20,14,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9704647111188784,0.0140622609977372,0.0073087219061619,0.0067535390915752
20,14,120,1,NG,1,31,pos+ngs_shank,anchored,0.0295352888811215,0.0740803412075442,-0.0022403556251378,0.076320696832682
20,14,120,1,NG,1,31,pos+ngs_shank,non_anchored,0.9704647111188784,0.1050679290859699,0.0073087219061619,0.097759207179808
20,14,120,1,NG,2,54,pos+ngs_shank,anchored,0.0295352888811215,0.0876628384035562,-0.0022403556251378,0.089903194028694
20,14,120,1,NG,2,54,pos+ngs_shank,non_anchored,0.9704647111188784,0.103406737590263,0.0073087219061619,0.0960980156841011
20,14,120,1,NG,3,21,pos+ngs_shank,anchored,0.0295352888811215,0.0232517066161478,-0.0022403556251378,0.0254920622412856
20,14,120,1,NG,3,21,pos+ngs_shank,non_anchored,0.9704647111188784,0.0246803499051478,0.0073087219061619,0.0173716279989859
20,17,120,1,NG,1,21,pos+ngs_shank,anchored,0.199396357059238,0.1562177032946556,0.0409195059709882,0.1152981973236674
20,17,120,1,NG,1,21,pos+ngs_shank,non_anchored,0.800603642940762,0.138380760314559,0.0012384273948241,0.1371423329197348
20,17,120,1,NG,2,24,pos+ngs_shank,anchored,0.199396357059238,0.1104890469185437,0.0409195059709882,0.0695695409475555
20,17,120,1,NG,2,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0743071996355404,0.0012384273948241,0.0730687722407162
20,17,120,1,NG,3,24,pos+ngs_shank,anchored,0.199396357059238,0.0462908265668834,0.0409195059709882,0.0053713205958951
20,17,120,1,NG,3,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0242412274382404,0.0012384273948241,0.0230028000434162
20,14,120,1,NG,0,2,pos+ngs_shank,anchored,0.0295352888811215,0.0021618392279501,-0.0022403556251378,0.0044021948530879
20,14,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9704647111188784,0.0140622609977372,0.0073087219061619,0.0067535390915752
20,14,120,1,NG,1,31,pos+ngs_shank,anchored,0.0295352888811215,0.0740803412075442,-0.0022403556251378,0.076320696832682
20,14,120,1,NG,1,31,pos+ngs_shank,non_anchored,0.9704647111188784,0.1050679290859699,0.0073087219061619,0.097759207179808
20,14,120,1,NG,2,54,pos+ngs_shank,anchored,0.0295352888811215,0.0876628384035562,-0.0022403556251378,0.089903194028694
20,14,120,1,NG,2,54,pos+ngs_shank,non_anchored,0.9704647111188784,0.103406737590263,0.0073087219061619,0.0960980156841011
20,14,120,1,NG,3,21,pos+ngs_shank,anchored,0.0295352888811215,0.0232517066161478,-0.0022403556251378,0.0254920622412856
20,14,120,1,NG,3,21,pos+ngs_shank,non_anchored,0.9704647111188784,0.0246803499051478,0.0073087219061619,0.0173716279989859
20,17,120,1,NG,1,21,pos+ngs_shank,anchored,0.199396357059238,0.1562177032946556,0.0409195059709882,0.1152981973236674
20,17,120,1,NG,1,21,pos+ngs_shank,non_anchored,0.800603642940762,0.138380760314559,0.0012384273948241,0.1371423329197348
20,17,120,1,NG,2,24,pos+ngs_shank,anchored,0.199396357059238,0.1104890469185437,0.0409195059709882,0.0695695409475555
20,17,120,1,NG,2,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0743071996355404,0.0012384273948241,0.0730687722407162
20,17,120,1,NG,3,24,pos+ngs_shank,anchored,0.199396357059238,0.0462908265668834,0.0409195059709882,0.0053713205958951
20,17,120,1,NG,3,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0242412274382404,0.0012384273948241,0.0230028000434162
20,18,120,1,NG,0,2,pos+ngs_shank,anchored,0.0618010305624471,0.0107224122644367,-0.005677476665364,0.0163998889298007
20,18,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9381989694375528,0.0184989892190933,0.0029169539735003,0.0155820352455929
20,18,120,1,NG,1,32,pos+ngs_shank,anchored,0.0618010305624471,0.0868825557400406,-0.005677476665364,0.0925600324054046
20,18,120,1,NG,1,32,pos+ngs_shank,non_anchored,0.9381989694375528,0.1024563513159172,0.0029169539735003,0.0995393973424169
20,18,120,1,NG,2,47,pos+ngs_shank,anchored,0.0618010305624471,0.0674613610433788,-0.005677476665364,0.0731388377087428
20,18,120,1,NG,2,47,pos+ngs_shank,non_anchored,0.9381989694375528,0.0701520352351833,0.0029169539735003,0.0672350812616829
20,18,120,1,NG,3,23,pos+ngs_shank,anchored,0.0618010305624471,0.0079944080693153,-0.005677476665364,0.0136718847346793
20,18,120,1,NG,3,23,pos+ngs_shank,non_anchored,0.9381989694375528,0.0134925673828594,0.0029169539735003,0.010575613409359
20,14,120,1,NG,0,2,pos+ngs_shank,anchored,0.0295352888811215,0.0021618392279501,-0.0022403556251378,0.0044021948530879
20,14,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9704647111188784,0.0140622609977372,0.0073087219061619,0.0067535390915752
20,14,120,1,NG,1,31,pos+ngs_shank,anchored,0.0295352888811215,0.0740803412075442,-0.0022403556251378,0.076320696832682
20,14,120,1,NG,1,31,pos+ngs_shank,non_anchored,0.9704647111188784,0.1050679290859699,0.0073087219061619,0.097759207179808
20,14,120,1,NG,2,54,pos+ngs_shank,anchored,0.0295352888811215,0.0876628384035562,-0.0022403556251378,0.089903194028694
20,14,120,1,NG,2,54,pos+ngs_shank,non_anchored,0.9704647111188784,0.103406737590263,0.0073087219061619,0.0960980156841011
20,14,120,1,NG,3,21,pos+ngs_shank,anchored,0.0295352888811215,0.0232517066161478,-0.0022403556251378,0.0254920622412856
20,14,120,1,NG,3,21,pos+ngs_shank,non_anchored,0.9704647111188784,0.0246803499051478,0.0073087219061619,0.0173716279989859
20,17,120,1,NG,1,21,pos+ngs_shank,anchored,0.199396357059238,0.1562177032946556,0.0409195059709882,0.1152981973236674
20,17,120,1,NG,1,21,pos+ngs_shank,non_anchored,0.800603642940762,0.138380760314559,0.0012384273948241,0.1371423329197348
20,17,120,1,NG,2,24,pos+ngs_shank,anchored,0.199396357059238,0.1104890469185437,0.0409195059709882,0.0695695409475555
20,17,120,1,NG,2,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0743071996355404,0.0012384273948241,0.0730687722407162
20,17,120,1,NG,3,24,pos+ngs_shank,anchored,0.199396357059238,0.0462908265668834,0.0409195059709882,0.0053713205958951
20,17,120,1,NG,3,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0242412274382404,0.0012384273948241,0.0230028000434162
20,18,120,1,NG,0,2,pos+ngs_shank,anchored,0.0618010305624471,0.0107224122644367,-0.005677476665364,0.0163998889298007
20,18,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9381989694375528,0.0184989892190933,0.0029169539735003,0.0155820352455929
20,18,120,1,NG,1,32,pos+ngs_shank,anchored,0.0618010305624471,0.0868825557400406,-0.005677476665364,0.0925600324054046
20,18,120,1,NG,1,32,pos+ngs_shank,non_anchored,0.9381989694375528,0.1024563513159172,0.0029169539735003,0.0995393973424169
20,18,120,1,NG,2,47,pos+ngs_shank,anchored,0.0618010305624471,0.0674613610433788,-0.005677476665364,0.0731388377087428
20,18,120,1,NG,2,47,pos+ngs_shank,non_anchored,0.9381989694375528,0.0701520352351833,0.0029169539735003,0.0672350812616829
20,18,120,1,NG,3,23,pos+ngs_shank,anchored,0.0618010305624471,0.0079944080693153,-0.005677476665364,0.0136718847346793
20,18,120,1,NG,3,23,pos+ngs_shank,non_anchored,0.9381989694375528,0.0134925673828594,0.0029169539735003,0.010575613409359
20,21,120,2,NG,2,69,pos+ngs_shank,anchored,0.0656789767369623,0.0138935380142836,0.0124352437775787,0.0014582942367048
20,21,120,2,NG,2,69,pos+ngs_shank,non_anchored,0.9343210232630376,0.0169516203449707,0.0060483884915812,0.0109032318533894
20,14,120,1,NG,0,2,pos+ngs_shank,anchored,0.0295352888811215,0.0021618392279501,-0.0022403556251378,0.0044021948530879
20,14,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9704647111188784,0.0140622609977372,0.0073087219061619,0.0067535390915752
20,14,120,1,NG,1,31,pos+ngs_shank,anchored,0.0295352888811215,0.0740803412075442,-0.0022403556251378,0.076320696832682
20,14,120,1,NG,1,31,pos+ngs_shank,non_anchored,0.9704647111188784,0.1050679290859699,0.0073087219061619,0.097759207179808
20,14,120,1,NG,2,54,pos+ngs_shank,anchored,0.0295352888811215,0.0876628384035562,-0.0022403556251378,0.089903194028694
20,14,120,1,NG,2,54,pos+ngs_shank,non_anchored,0.9704647111188784,0.103406737590263,0.0073087219061619,0.0960980156841011
20,14,120,1,NG,3,21,pos+ngs_shank,anchored,0.0295352888811215,0.0232517066161478,-0.0022403556251378,0.0254920622412856
20,14,120,1,NG,3,21,pos+ngs_shank,non_anchored,0.9704647111188784,0.0246803499051478,0.0073087219061619,0.0173716279989859
20,17,120,1,NG,1,21,pos+ngs_shank,anchored,0.199396357059238,0.1562177032946556,0.0409195059709882,0.1152981973236674
20,17,120,1,NG,1,21,pos+ngs_shank,non_anchored,0.800603642940762,0.138380760314559,0.0012384273948241,0.1371423329197348
20,17,120,1,NG,2,24,pos+ngs_shank,anchored,0.199396357059238,0.1104890469185437,0.0409195059709882,0.0695695409475555
20,17,120,1,NG,2,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0743071996355404,0.0012384273948241,0.0730687722407162
20,17,120,1,NG,3,24,pos+ngs_shank,anchored,0.199396357059238,0.0462908265668834,0.0409195059709882,0.0053713205958951
20,17,120,1,NG,3,24,pos+ngs_shank,non_anchored,0.800603642940762,0.0242412274382404,0.0012384273948241,0.0230028000434162
20,18,120,1,NG,0,2,pos+ngs_shank,anchored,0.0618010305624471,0.0107224122644367,-0.005677476665364,0.0163998889298007
20,18,120,1,NG,0,2,pos+ngs_shank,non_anchored,0.9381989694375528,0.0184989892190933,0.0029169539735003,0.0155820352455929
20,18,120,1,NG,1,32,pos+ngs_shank,anchored,0.0618010305624471,0.0868825557400406,-0.005677476665364,0.0925600324054046
20,18,120,1,NG,1,32,pos+ngs_shank,non_anchored,0.9381989694375528,0.1024563513159172,0.0029169539735003,0.0995393973424169
20,18,120,1,NG,2,47,pos+ngs_shank,anchored,0.0618010305624471,0.0674613610433788,-0.005677476665364,0.0731388377087428
20,18,120,1,NG,2,47,pos+ngs_shank,non_anchored,0.9381989694375528,0.0701520352351833,0.0029169539735003,0.0672350812616829
20,18,120,1,NG,3,23,pos+ngs_shank,anchored,0.0618010305624471,0.0079944080693153,-0.005677476665364,0.0136718847346793
20,18,120,1,NG,3,23,pos+ngs_shank,non_anchored,0.9381989694375528,0.0134925673828594,0.0029169539735003,0.010575613409359
20,21,120,2,NG,2,69,pos+ngs_shank,anchored,0.0656789767369623,0.0138935380142836,0.0124352437775787,0.0014582942367048
20,21,120,2,NG,2,69,pos+ngs_shank,non_anchored,0.9343210232630376,0.0169516203449707,0.0060483884915812,0.0109032318533894
20,24,120,2,NG,2,67,pos+ngs_shank,anchored,0.2134256914606851,0.0445816110709702,0.0036458823091997,0.0409357287617705
20,24,120,2,NG,2,67,pos+ngs_shank,non_anchored,0.7865743085393149,0.0433116001369526,0.0012047713108002,0.0421068288261524
20,26,120,3,NG,3,105,pos+ngs_shank,anchored,0.0492734478203434,0.0040692975586112,0.0017952685162054,0.0022740290424058
20,26,120,3,NG,3,105,pos+ngs_shank,non_anchored,0.9507265521796564,0.0011788656814404,-0.003687062657868,0.0048659283393084
21,17,120,0,NG,0,83,pos+ngs_shank,anchored,0.4030204631449833,0.021747222636002705,0.008148470957651144,0.013598751678351562
21,17,120,0,NG,0,83,pos+ngs_shank,non_anchored,0.5969795368550167,0.025732630928276268,9.09809866046496e-05,0.025641649941671618
21,17,120,0,NG,1,80,pos+ngs_shank,anchored,0.4030204631449833,0.020751372303860482,0.008148470957651144,0.012602901346209339
21,17,120,0,NG,1,80,pos+ngs_shank,non_anchored,0.5969795368550167,0.016809313020947347,9.09809866046496e-05,0.016718332034342698
21,17,120,0,NG,2,44,pos+ngs_shank,anchored,0.4030204631449833,0.016922329034170902,0.008148470957651144,0.008773858076519758
21,17,120,0,NG,2,44,pos+ngs_shank,non_anchored,0.5969795368550167,0.014413955507810994,9.09809866046496e-05,0.014322974521206344
